sample_id,source,is_synthetic,slide_filename,page_number,topic_hint,intent,user_id,conversation_id,question,tutor_answer,created_at
SYN-SLIDE-0135,synthetic_slide,true,d2-slide-hackathon.pdf,16,MODEL Tư duy Sáng tạo Xử lý đọc hiểu soạn thảo tổng hợp phân,apply,SYN-U015,SYN-C045,Cho mình một cách áp dụng hoặc ghi nhớ phần “MODEL Tư duy Sáng tạo Xử lý đọc hiểu soạn thảo tổng hợp phân”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 16: MODEL Tư duy & Sáng tạo Xử lý đọc hiểu, soạn thảo, tổng hợp, phân loại và đưa ra gợi ý. CONTEXT Tri thức chuyên biệt Cơ sở dữ liệu, tài liệu nghiệp vụ, hồ sơ lịch sử giúp AI phản hồi chính xác theo bối cảnh. PLANNING Điều phối quy trình Tự động phân rã tác vụ phức tạp và linh hoạt điều chỉnh. TOOLS Liên kết hệ thống Tích hợp CRM, database, lịch làm việc hoặc API bên thứ ba. Hệ thống AI = Model + Context + Planning + Tools — Một giải pháp AI thực tế là một hệ thống nhiều thành phần, không chỉ dừn",2026-07-29T07:45:00+00:00
SYN-SLIDE-0136,synthetic_slide,true,d2-slide-hackathon.pdf,17,AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần,explain,SYN-U016,SYN-C046,Bạn giải thích ngắn gọn nội dung chính về “AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần” được không?,"Trang 17 trình bày trọng tâm về AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần. Dựa trên slide: AUTOMATE AI làm thay Chọn khi: · Việc khó, nhàm chán, nguy hiểm hoặc cần scale · Người dùng thiếu kiến thức / khả năng tự làm · Có ""đáp án đúng"" mà mọi người cùng đồng thuận Đo thành công bằng: hiệu quả tăng · an toàn hơn · giảm việc tẻ nhạt. quyết định theo từng tác vụ AUGMENT AI hỗ trợ con người Chọn khi: · Người dùng thích tự làm việc đó · Stakes cao: tiền bạc, pháp lý, sức khỏe · Kết quả cần trách nhiệm cá nhân / social capital · Sở thích khó diễn đạt thành lời Đo bằng: mức độ thích thú · cảm giác kiểm soát · s",2026-07-29T07:48:00+00:00
SYN-SLIDE-0137,synthetic_slide,true,d2-slide-hackathon.pdf,17,AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần,why,SYN-U017,SYN-C046,Vì sao phần “AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 17 nêu: AUTOMATE AI làm thay Chọn khi: · Việc khó, nhàm chán, nguy hiểm hoặc cần scale · Người dùng thiếu kiến thức / khả năng tự làm · Có ""đáp án đúng"" mà mọi người cùng đồng thuận Đo thành công bằng: hiệu quả tăng · an toàn hơn · giảm việc tẻ nhạt. quyết định theo từng tác vụ AUGMENT AI hỗ trợ con người Chọn khi: · Người dùng thích tự làm việc đó · Stakes cao: tiền bạc, pháp lý, sức khỏe · Kết quả cần trách nhiệm cá nhân / social capital · Sở thích khó diễn đạt thành lời Đo bằng: mức độ thích thú · cả",2026-07-29T07:51:00+00:00
SYN-SLIDE-0138,synthetic_slide,true,d2-slide-hackathon.pdf,17,AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần,apply,SYN-U018,SYN-C046,Cho mình một cách áp dụng hoặc ghi nhớ phần “AUTOMATE AI làm thay Chọn khi Việc khó nhàm chán nguy hiểm hoặc cần”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 17: AUTOMATE AI làm thay Chọn khi: · Việc khó, nhàm chán, nguy hiểm hoặc cần scale · Người dùng thiếu kiến thức / khả năng tự làm · Có ""đáp án đúng"" mà mọi người cùng đồng thuận Đo thành công bằng: hiệu quả tăng · an toàn hơn · giảm việc tẻ nhạt. quyết định theo từng tác vụ AUGMENT AI hỗ trợ con người Chọn khi: · Người dùng thích tự làm việc đó · Stakes cao: tiền bạc, pháp lý, sức khỏe · Kết quả cần trách nhiệm cá nhân / social capital · Sở thích khó diễn đạt thành lời Đo bằng: mức độ thích thú · cả",2026-07-29T07:54:00+00:00
SYN-SLIDE-0139,synthetic_slide,true,d2-slide-hackathon.pdf,18,CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết,explain,SYN-U019,SYN-C047,Bạn giải thích ngắn gọn nội dung chính về “CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết” được không?,"Trang 18 trình bày trọng tâm về CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết. Dựa trên slide: CẤP ĐỘ 1 Rule / Script · Đầu vào ổn định, ít thay đổi · Logic viết được thành if/else · Cần kết quả luôn đúng 100% · Quy định pháp lý / tuân thủ chặt Ví dụ: Tính thuế · chặn email spam theo từ khóa · auto-reply theo template. CẤP ĐỘ 2 LLM Feature / Workflow · Đầu vào đa dạng, không viết hết rule được · Đầu ra cần linh hoạt (tóm tắt, dịch, phân loại) · Có cách đo chất lượng · Người có thể kiểm tra trước khi gửi Ví dụ: Tóm tắt email · chatbot FAQ · phân loại ticket hỗ trợ. CẤP ĐỘ 3 Agent · Nhiều bước, dùng nhiều công",2026-07-29T07:57:00+00:00
SYN-SLIDE-0140,synthetic_slide,true,d2-slide-hackathon.pdf,18,CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết,why,SYN-U020,SYN-C047,Vì sao phần “CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 18 nêu: CẤP ĐỘ 1 Rule / Script · Đầu vào ổn định, ít thay đổi · Logic viết được thành if/else · Cần kết quả luôn đúng 100% · Quy định pháp lý / tuân thủ chặt Ví dụ: Tính thuế · chặn email spam theo từ khóa · auto-reply theo template. CẤP ĐỘ 2 LLM Feature / Workflow · Đầu vào đa dạng, không viết hết rule được · Đầu ra cần linh hoạt (tóm tắt, dịch, phân loại) · Có cách đo chất lượng · Người có thể kiểm tra trước khi gửi Ví dụ: Tóm tắt email · chatbot FAQ · phân loại ticket hỗ trợ. CẤP ĐỘ 3 Agent · Nhiều b",2026-07-29T08:00:00+00:00
SYN-SLIDE-0141,synthetic_slide,true,d2-slide-hackathon.pdf,18,CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết,apply,SYN-U021,SYN-C047,Cho mình một cách áp dụng hoặc ghi nhớ phần “CẤP ĐỘ 1 Rule Script Đầu vào ổn định ít thay đổi Logic viết”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 18: CẤP ĐỘ 1 Rule / Script · Đầu vào ổn định, ít thay đổi · Logic viết được thành if/else · Cần kết quả luôn đúng 100% · Quy định pháp lý / tuân thủ chặt Ví dụ: Tính thuế · chặn email spam theo từ khóa · auto-reply theo template. CẤP ĐỘ 2 LLM Feature / Workflow · Đầu vào đa dạng, không viết hết rule được · Đầu ra cần linh hoạt (tóm tắt, dịch, phân loại) · Có cách đo chất lượng · Người có thể kiểm tra trước khi gửi Ví dụ: Tóm tắt email · chatbot FAQ · phân loại ticket hỗ trợ. CẤP ĐỘ 3 Agent · Nhiều b",2026-07-29T08:03:00+00:00
SYN-SLIDE-0142,synthetic_slide,true,d2-slide-hackathon.pdf,19,CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời,explain,SYN-U022,SYN-C048,Bạn giải thích ngắn gọn nội dung chính về “CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời” được không?,"Trang 19 trình bày trọng tâm về CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời. Dựa trên slide: CẤP ĐỘ 1 — RULE (LUẬT TĨNH) Trả lời tự động · Tự động trả lời FAQ, gửi link thời khóa biểu · Gửi tài liệu sửa lỗi cài đặt cơ bản · Nhắc nhở checklist nộp bài Khi nào? Logic tường minh, kết quả cố định. CẤP ĐỘ 2 — WORKFLOW (QUY TRÌNH) Duyệt Problem Card · AI kiểm tra độ đầy đủ của Problem Card · Yêu cầu bổ sung nếu thiếu thông tin · Chuyển cho Trợ giảng giải quyết Khi nào? Có quy trình rõ, AI hỗ trợ từng bước. CẤP ĐỘ 3 — AGENT (TÁC NHÂN) Đề xuất can thiệp chủ động · Tự động theo dõi tiến độ nộp bài · Phát hiện nhóm ",2026-07-29T08:06:00+00:00
SYN-SLIDE-0143,synthetic_slide,true,d2-slide-hackathon.pdf,19,CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời,why,SYN-U023,SYN-C048,Vì sao phần “CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 19 nêu: CẤP ĐỘ 1 — RULE (LUẬT TĨNH) Trả lời tự động · Tự động trả lời FAQ, gửi link thời khóa biểu · Gửi tài liệu sửa lỗi cài đặt cơ bản · Nhắc nhở checklist nộp bài Khi nào? Logic tường minh, kết quả cố định. CẤP ĐỘ 2 — WORKFLOW (QUY TRÌNH) Duyệt Problem Card · AI kiểm tra độ đầy đủ của Problem Card · Yêu cầu bổ sung nếu thiếu thông tin · Chuyển cho Trợ giảng giải quyết Khi nào? Có quy trình rõ, AI hỗ trợ từng bước. CẤP ĐỘ 3 — AGENT (TÁC NHÂN) Đề xuất can thiệp chủ động · Tự động theo dõi tiến độ nộp b",2026-07-29T08:09:00+00:00
SYN-SLIDE-0144,synthetic_slide,true,d2-slide-hackathon.pdf,19,CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời,apply,SYN-U024,SYN-C048,Cho mình một cách áp dụng hoặc ghi nhớ phần “CẤP ĐỘ 1 RULE LUẬT TĨNH Trả lời tự động Tự động trả lời”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 19: CẤP ĐỘ 1 — RULE (LUẬT TĨNH) Trả lời tự động · Tự động trả lời FAQ, gửi link thời khóa biểu · Gửi tài liệu sửa lỗi cài đặt cơ bản · Nhắc nhở checklist nộp bài Khi nào? Logic tường minh, kết quả cố định. CẤP ĐỘ 2 — WORKFLOW (QUY TRÌNH) Duyệt Problem Card · AI kiểm tra độ đầy đủ của Problem Card · Yêu cầu bổ sung nếu thiếu thông tin · Chuyển cho Trợ giảng giải quyết Khi nào? Có quy trình rõ, AI hỗ trợ từng bước. CẤP ĐỘ 3 — AGENT (TÁC NHÂN) Đề xuất can thiệp chủ động · Tự động theo dõi tiến độ nộp b",2026-07-29T08:12:00+00:00
SYN-SLIDE-0145,synthetic_slide,true,d2-slide-hackathon.pdf,20,1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3,explain,SYN-U025,SYN-C049,Bạn giải thích ngắn gọn nội dung chính về “1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3” được không?,"Trang 20 trình bày trọng tâm về 1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3. Dựa trên slide: 1. Prompt Chaining In → LLM Call 1→ Gate → LLM Call 2→ LLM Call 3→ Out ┖ - - Gate fail → Exit Chia task thành chuỗi bước tuần tự, có gate kiểm tra giữa các bước. VD Viết outline → check → viết bài. Ý nghĩa quyết định: đổi độ trễ lấy độ chính xác. 2. Routing In → Router → LLM Call 1 LLM Call 2 LLM Call 3 → Out Phân loại input → đưa vào nhánh chuyên biệt, tối ưu từng loại riêng. VD CS query → FAQ / refund / kỹ thuật. Ý nghĩa quyết định: câu dễ đi model rẻ, câu khó đi model mạnh. 3. Parallelization In → LLM Call 1 LLM",2026-07-29T08:15:00+00:00
SYN-SLIDE-0146,synthetic_slide,true,d2-slide-hackathon.pdf,20,1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3,why,SYN-U026,SYN-C049,Vì sao phần “1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 20 nêu: 1. Prompt Chaining In → LLM Call 1→ Gate → LLM Call 2→ LLM Call 3→ Out ┖ - - Gate fail → Exit Chia task thành chuỗi bước tuần tự, có gate kiểm tra giữa các bước. VD Viết outline → check → viết bài. Ý nghĩa quyết định: đổi độ trễ lấy độ chính xác. 2. Routing In → Router → LLM Call 1 LLM Call 2 LLM Call 3 → Out Phân loại input → đưa vào nhánh chuyên biệt, tối ưu từng loại riêng. VD CS query → FAQ / refund / kỹ thuật. Ý nghĩa quyết định: câu dễ đi model rẻ, câu khó đi model mạnh. 3. Parallelization",2026-07-29T08:18:00+00:00
SYN-SLIDE-0147,synthetic_slide,true,d2-slide-hackathon.pdf,20,1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3,apply,SYN-U027,SYN-C049,Cho mình một cách áp dụng hoặc ghi nhớ phần “1. Prompt Chaining In LLM Call 1 Gate LLM Call 2 LLM Call 3”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 20: 1. Prompt Chaining In → LLM Call 1→ Gate → LLM Call 2→ LLM Call 3→ Out ┖ - - Gate fail → Exit Chia task thành chuỗi bước tuần tự, có gate kiểm tra giữa các bước. VD Viết outline → check → viết bài. Ý nghĩa quyết định: đổi độ trễ lấy độ chính xác. 2. Routing In → Router → LLM Call 1 LLM Call 2 LLM Call 3 → Out Phân loại input → đưa vào nhánh chuyên biệt, tối ưu từng loại riêng. VD CS query → FAQ / refund / kỹ thuật. Ý nghĩa quyết định: câu dễ đi model rẻ, câu khó đi model mạnh. 3. Parallelization",2026-07-29T08:21:00+00:00
SYN-SLIDE-0148,synthetic_slide,true,d2-slide-hackathon.pdf,21,Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi,explain,SYN-U028,SYN-C050,Bạn giải thích ngắn gọn nội dung chính về “Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi” được không?,"Trang 21 trình bày trọng tâm về Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi. Dựa trên slide: Cây quyết định: Lựa chọn cấp độ giải pháp — Từ bài toán cốt lõi đến lựa chọn Rule, Workflow hay Agent Đi từ trên xuống — mỗi nhánh ""KHÔNG"" là một lần tránh được độ phức tạp không cần thiết. NGUỒN Anthropic — Building effective agents · Google — Rules of ML WORKFLOW · DECISION TREE DAY 02 · 55 / 83 AI IN ACTION - HACKATHON",2026-07-29T08:24:00+00:00
SYN-SLIDE-0149,synthetic_slide,true,d2-slide-hackathon.pdf,21,Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi,why,SYN-U029,SYN-C050,Vì sao phần “Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 21 nêu: Cây quyết định: Lựa chọn cấp độ giải pháp — Từ bài toán cốt lõi đến lựa chọn Rule, Workflow hay Agent Đi từ trên xuống — mỗi nhánh ""KHÔNG"" là một lần tránh được độ phức tạp không cần thiết. NGUỒN Anthropic — Building effective agents · Google — Rules of ML WORKFLOW · DECISION TREE DAY 02 · 55 / 83 AI IN ACTION - HACKATHON",2026-07-29T08:27:00+00:00
SYN-SLIDE-0150,synthetic_slide,true,d2-slide-hackathon.pdf,21,Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi,apply,SYN-U030,SYN-C050,Cho mình một cách áp dụng hoặc ghi nhớ phần “Cây quyết định Lựa chọn cấp độ giải pháp Từ bài toán cốt lõi”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 21: Cây quyết định: Lựa chọn cấp độ giải pháp — Từ bài toán cốt lõi đến lựa chọn Rule, Workflow hay Agent Đi từ trên xuống — mỗi nhánh ""KHÔNG"" là một lần tránh được độ phức tạp không cần thiết. NGUỒN Anthropic — Building effective agents · Google — Rules of ML WORKFLOW · DECISION TREE DAY 02 · 55 / 83 AI IN ACTION - HACKATHON",2026-07-29T08:30:00+00:00
SYN-SLIDE-0151,synthetic_slide,true,d2-slide-hackathon.pdf,22,Reward function là công thức quyết định đâu là dự đoán đúng đâu là,explain,SYN-U031,SYN-C051,Bạn giải thích ngắn gọn nội dung chính về “Reward function là công thức quyết định đâu là dự đoán đúng đâu là” được không?,"Trang 22 trình bày trọng tâm về Reward function là công thức quyết định đâu là dự đoán đúng đâu là. Dựa trên slide: Reward function là công thức quyết định đâu là dự đoán ""đúng"", đâu là ""sai"" — và chính nó định hình trải nghiệm người dùng cuối. Vì vậy nó phải được thiết kế liên chức năng: tối thiểu UX Product × Engineering cùng ngồi lại. BỐN KẾT QUẢ CÓ THỂ XẢY RA — CASE AI GỢI Ý CÂU TRẢ LỜI TP — TRUE POSITIVE · ĐÚNG-TÍCH CỰC Câu hỏi nghẽn thật → AI gợi ý đúng câu trả lời. Học viên được giải tỏa, TA đỡ tải. TN — TRUE NEGATIVE · ĐÚNG-TIÊU CỰC Câu hỏi đã có tài liệu sẵn → AI không can thiệp. Đúng — không cần gợi ý gì thêm. FP — FAL",2026-07-29T08:33:00+00:00
SYN-SLIDE-0152,synthetic_slide,true,d2-slide-hackathon.pdf,22,Reward function là công thức quyết định đâu là dự đoán đúng đâu là,why,SYN-U032,SYN-C051,Vì sao phần “Reward function là công thức quyết định đâu là dự đoán đúng đâu là” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 22 nêu: Reward function là công thức quyết định đâu là dự đoán ""đúng"", đâu là ""sai"" — và chính nó định hình trải nghiệm người dùng cuối. Vì vậy nó phải được thiết kế liên chức năng: tối thiểu UX Product × Engineering cùng ngồi lại. BỐN KẾT QUẢ CÓ THỂ XẢY RA — CASE AI GỢI Ý CÂU TRẢ LỜI TP — TRUE POSITIVE · ĐÚNG-TÍCH CỰC Câu hỏi nghẽn thật → AI gợi ý đúng câu trả lời. Học viên được giải tỏa, TA đỡ tải. TN — TRUE NEGATIVE · ĐÚNG-TIÊU CỰC Câu hỏi đã có tài liệu sẵn → AI không can thiệp. Đúng — không cần gợi",2026-07-29T08:36:00+00:00
SYN-SLIDE-0153,synthetic_slide,true,d2-slide-hackathon.pdf,22,Reward function là công thức quyết định đâu là dự đoán đúng đâu là,apply,SYN-U033,SYN-C051,Cho mình một cách áp dụng hoặc ghi nhớ phần “Reward function là công thức quyết định đâu là dự đoán đúng đâu là”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 22: Reward function là công thức quyết định đâu là dự đoán ""đúng"", đâu là ""sai"" — và chính nó định hình trải nghiệm người dùng cuối. Vì vậy nó phải được thiết kế liên chức năng: tối thiểu UX Product × Engineering cùng ngồi lại. BỐN KẾT QUẢ CÓ THỂ XẢY RA — CASE AI GỢI Ý CÂU TRẢ LỜI TP — TRUE POSITIVE · ĐÚNG-TÍCH CỰC Câu hỏi nghẽn thật → AI gợi ý đúng câu trả lời. Học viên được giải tỏa, TA đỡ tải. TN — TRUE NEGATIVE · ĐÚNG-TIÊU CỰC Câu hỏi đã có tài liệu sẵn → AI không can thiệp. Đúng — không cần gợi",2026-07-29T08:39:00+00:00
SYN-SLIDE-0154,synthetic_slide,true,d2-slide-hackathon.pdf,23,PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc,explain,SYN-U034,SYN-C052,Bạn giải thích ngắn gọn nội dung chính về “PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc” được không?,"Trang 23 trình bày trọng tâm về PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc. Dựa trên slide: PRECISION CAO TP / (TP + FP) Ít gợi ý — nhưng gợi ý nào cũng chắc đúng. Người dùng tin vào từng gợi ý nhận được. HỆ QUẢ Nhiều False Negative — bỏ sót học viên đang thực sự cần giúp. ⇄ ĐÒN BẨY Vặn nút bên này lên, chất lượng bên kia xấu đi. RECALL CAO TP / (TP + FN) Bao trọn mọi trường hợp cần giúp — không học viên nào bị bỏ lại phía sau. HỆ QUẢ Nhiều False Positive — gợi ý sai nhiều, TA phải lọc lại thủ công. Precision ↔ Recall: đánh đổi không tránh khỏi — Cùng một hệ thống AI, hai hướng vặn nút ngược nhau ① Nhu cầ",2026-07-29T08:42:00+00:00
SYN-SLIDE-0155,synthetic_slide,true,d2-slide-hackathon.pdf,23,PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc,why,SYN-U035,SYN-C052,Vì sao phần “PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 23 nêu: PRECISION CAO TP / (TP + FP) Ít gợi ý — nhưng gợi ý nào cũng chắc đúng. Người dùng tin vào từng gợi ý nhận được. HỆ QUẢ Nhiều False Negative — bỏ sót học viên đang thực sự cần giúp. ⇄ ĐÒN BẨY Vặn nút bên này lên, chất lượng bên kia xấu đi. RECALL CAO TP / (TP + FN) Bao trọn mọi trường hợp cần giúp — không học viên nào bị bỏ lại phía sau. HỆ QUẢ Nhiều False Positive — gợi ý sai nhiều, TA phải lọc lại thủ công. Precision ↔ Recall: đánh đổi không tránh khỏi — Cùng một hệ thống AI, hai hướng vặn nút",2026-07-29T08:45:00+00:00
SYN-SLIDE-0156,synthetic_slide,true,d2-slide-hackathon.pdf,23,PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc,apply,SYN-U036,SYN-C052,Cho mình một cách áp dụng hoặc ghi nhớ phần “PRECISION CAO TP TP FP Ít gợi ý nhưng gợi ý nào cũng chắc”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 23: PRECISION CAO TP / (TP + FP) Ít gợi ý — nhưng gợi ý nào cũng chắc đúng. Người dùng tin vào từng gợi ý nhận được. HỆ QUẢ Nhiều False Negative — bỏ sót học viên đang thực sự cần giúp. ⇄ ĐÒN BẨY Vặn nút bên này lên, chất lượng bên kia xấu đi. RECALL CAO TP / (TP + FN) Bao trọn mọi trường hợp cần giúp — không học viên nào bị bỏ lại phía sau. HỆ QUẢ Nhiều False Positive — gợi ý sai nhiều, TA phải lọc lại thủ công. Precision ↔ Recall: đánh đổi không tránh khỏi — Cùng một hệ thống AI, hai hướng vặn nút",2026-07-29T08:48:00+00:00
SYN-SLIDE-0157,synthetic_slide,true,d2-slide-hackathon.pdf,24,TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below,explain,SYN-U037,SYN-C053,Bạn giải thích ngắn gọn nội dung chính về “TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below” được không?,"Trang 24 trình bày trọng tâm về TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below. Dựa trên slide: TEMPLATE CỦA PAIR If {chỉ số cụ thể} for {tính năng AI} {drops below / goes above} {ngưỡng có nghĩa}, we will {hành động cụ thể}. VÍ DỤ ĐIỀN SẴN — CASE TA 1000 HỌC VIÊN Nếu tỷ lệ câu trả lời AI gợi ý bị TA sửa > 30% trong 2 tuần, ta sẽ hạ mức tự động về pha 1 (chỉ gợi ý, không gửi thẳng cho học viên). CHECKLIST TRƯỚC KHI CHỐT METRIC 01 Metric có ý nghĩa với MỌI người dùng không? 02 Có nhóm nào bị ảnh hưởng tiêu cực không? 03 Đây là thành công của ngày 1 — còn ngày 1000 thì sao? → Và đừng quên: lên lịch review m",2026-07-29T08:51:00+00:00
SYN-SLIDE-0158,synthetic_slide,true,d2-slide-hackathon.pdf,24,TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below,why,SYN-U038,SYN-C053,Vì sao phần “TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below” quan trọng khi xây dựng sản phẩm AI?,"Ý nghĩa của phần này nằm ở cách nó kết nối kiến thức với quyết định sản phẩm. Slide trang 24 nêu: TEMPLATE CỦA PAIR If {chỉ số cụ thể} for {tính năng AI} {drops below / goes above} {ngưỡng có nghĩa}, we will {hành động cụ thể}. VÍ DỤ ĐIỀN SẴN — CASE TA 1000 HỌC VIÊN Nếu tỷ lệ câu trả lời AI gợi ý bị TA sửa > 30% trong 2 tuần, ta sẽ hạ mức tự động về pha 1 (chỉ gợi ý, không gửi thẳng cho học viên). CHECKLIST TRƯỚC KHI CHỐT METRIC 01 Metric có ý nghĩa với MỌI người dùng không? 02 Có nhóm nào bị ảnh hưởng tiêu cực không? 03 Đây là thành công của ngày 1 — còn ngày 1000 thì sao? → Và đừng quê",2026-07-29T08:54:00+00:00
SYN-SLIDE-0159,synthetic_slide,true,d2-slide-hackathon.pdf,24,TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below,apply,SYN-U039,SYN-C053,Cho mình một cách áp dụng hoặc ghi nhớ phần “TEMPLATE CỦA PAIR If chỉ số cụ thể for tính năng AI drops below”.,"Cách ghi nhớ là tách khái niệm, cơ chế và tình huống áp dụng. Nội dung gốc ở trang 24: TEMPLATE CỦA PAIR If {chỉ số cụ thể} for {tính năng AI} {drops below / goes above} {ngưỡng có nghĩa}, we will {hành động cụ thể}. VÍ DỤ ĐIỀN SẴN — CASE TA 1000 HỌC VIÊN Nếu tỷ lệ câu trả lời AI gợi ý bị TA sửa > 30% trong 2 tuần, ta sẽ hạ mức tự động về pha 1 (chỉ gợi ý, không gửi thẳng cho học viên). CHECKLIST TRƯỚC KHI CHỐT METRIC 01 Metric có ý nghĩa với MỌI người dùng không? 02 Có nhóm nào bị ảnh hưởng tiêu cực không? 03 Đây là thành công của ngày 1 — còn ngày 1000 thì sao? → Và đừng quê",2026-07-29T08:57:00+00:00
SYN-SLIDE-0160,synthetic_slide,true,d2-slide-hackathon.pdf,25,01 BASELINE Thiết lập đối chứng Đối chiếu hiệu quả với quy tắc tĩnh,explain,SYN-U040,SYN-C054,Bạn giải thích ngắn gọn nội dung chính về “01 BASELINE Thiết lập đối chứng Đối chiếu hiệu quả với quy tắc tĩnh” được không?,"Trang 25 trình bày trọng tâm về 01 BASELINE Thiết lập đối chứng Đối chiếu hiệu quả với quy tắc tĩnh. Dựa trên slide: 01 · BASELINE Thiết lập đối chứng Đối chiếu hiệu quả với quy tắc tĩnh, nhân sự hay quy trình hiện tại? 02 · EVALUATION Kiểm thử hệ thống Bộ dữ liệu kiểm thử, kịch bản biên (edge cases) và tiêu chí nghiệm thu? 03 · CONTROLS Cơ chế kiểm soát Logging, fallback, rollback và nhân sự chịu trách nhiệm? 04 · OPERATIONS Vận hành liên tục Ai giám sát lỗi, cập nhật tri thức nền và tối ưu hệ thống? Khoảng cách giữa Demo và Production — Phản hồi chính xác trong vài lần thử chưa đủ cơ sở để triển khai hệ thống thực tế Mục tiêu D",2026-07-29T09:00:00+00:00
